prioritaet,inhaltstyp,titel,url,quelle,veroeffentlicht,geaendert,hauptnavigation,entscheidung,ziel,verantwortlich,benoetigte_freigabe,offener_punkt,faellig
3,Beitrag,Bachs Weihnachtsoratorium in Kiel,https://akg-kiel.de/bachs-weihnachtsoratorium-in-kiel,WordPress REST + Sitemap,2022-12-10,2023-12-13,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Begrüßungsabend für neue Menschen in der Gemeinde,https://akg-kiel.de/begruessungsabend-fuer-neue-menschen-in-der-gemeinde,WordPress REST + Sitemap,2024-04-21,2025-06-10,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Benefit-Konzert-Ukraine,https://akg-kiel.de/benefit-konzert-ukraine,WordPress REST + Sitemap,2021-06-10,2022-06-13,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Benefitz-Konzert,https://akg-kiel.de/benefitz-konzert-20730-2,WordPress REST + Sitemap,2021-09-21,2022-09-27,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,benefiz-ukraine,https://akg-kiel.de/benefiz-ukraine,WordPress REST + Sitemap,2022-02-25,2023-02-28,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Benezfit-Konzert,https://akg-kiel.de/benezfit-konzert,WordPress REST + Sitemap,2021-05-28,2022-06-13,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Bericht aus der Partnerschaftsarbeit 1/23,https://akg-kiel.de/bericht-aus-der-partnerschaftsarbeit-1-23,WordPress REST + Sitemap,2023-01-11,2023-09-10,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Bericht vom Seniorenausflug am 31. Mai 2023,https://akg-kiel.de/bericht-vom-seniorenausflug-am-31-mai-2023,WordPress REST + Sitemap,2023-06-19,2023-06-22,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Bericht vom Sponsorenlauf am 11.06.2022,https://akg-kiel.de/bericht-vom-sponsorenlauf-am-11-06-2022,WordPress REST + Sitemap,2022-06-26,2022-06-26,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Bericht von der Konfi-Fahrt,https://akg-kiel.de/bericht-von-der-konfi-fahrt,WordPress REST + Sitemap,2022-03-25,2022-06-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,BEST OF HARLEM GOSPEL,https://akg-kiel.de/best-of-harlem-gospel,WordPress REST + Sitemap,2024-01-16,2025-01-19,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Besuch im Mai 2023,https://akg-kiel.de/besuch-im-mai-2023,WordPress REST + Sitemap,2023-06-07,2023-08-16,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Besuch in Kiel vom 2.-16. September 2016,https://akg-kiel.de/besuch-in-kiel-vom-2-16-september-2016,WordPress REST + Sitemap,2016-08-20,2025-04-02,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Besuchsbericht September 2016,https://akg-kiel.de/besuchsbericht-september-2016,WordPress REST + Sitemap,2016-09-30,2019-10-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Bläserphilharmonie Kiel,https://akg-kiel.de/blaeserphilharmonie-kiel,WordPress REST + Sitemap,2023-12-07,2024-12-11,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Blues Soul und Gospel mit Jessy Martens,https://akg-kiel.de/blues-soul-und-gospel-mit-jessy-martens,WordPress REST + Sitemap,2022-07-17,2022-07-27,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Brahms-Nacht,https://akg-kiel.de/brahms-nacht,WordPress REST + Sitemap,2021-08-11,2022-11-10,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Brief Juli 2017,https://akg-kiel.de/brief-juli-2017,WordPress REST + Sitemap,2017-07-18,2019-09-18,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Brückenkonzert,https://akg-kiel.de/brueckenkonzert,WordPress REST + Sitemap,2022-03-25,2023-03-27,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Brückenzeit mit Milal,https://akg-kiel.de/brueckenzeit-mit-milal,WordPress REST + Sitemap,2023-06-19,2023-07-26,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Central Park,https://akg-kiel.de/central-park,WordPress REST + Sitemap,2022-04-23,2023-04-24,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Central-Park,https://akg-kiel.de/central-park-2,WordPress REST + Sitemap,2023-03-17,2024-03-25,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Chaotic Resemblance,https://akg-kiel.de/chaotic-resemblance,WordPress REST + Sitemap,2024-05-19,2025-05-20,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Chöre des EBG,https://akg-kiel.de/choere-des-ebg,WordPress REST + Sitemap,2023-06-01,2024-06-03,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Chöre in Apostel,https://akg-kiel.de/choere-in-apostel,WordPress REST + Sitemap,2023-09-07,2023-12-12,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Christival22,https://akg-kiel.de/christival22,WordPress REST + Sitemap,2022-06-07,2022-08-08,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Co-Working – Gemeinsam vorwärts!,https://akg-kiel.de/co-working-gemeinsam-vorwaerts,WordPress REST + Sitemap,2023-03-12,2023-09-30,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Dank für Spielzeug und Spende für Kanzel,https://akg-kiel.de/dank-fuer-spielzeug-und-spende-fuer-kanzel,WordPress REST + Sitemap,2014-06-09,2019-10-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,"Danke, Anne",https://akg-kiel.de/danke-anne,WordPress REST + Sitemap,2020-05-17,2024-01-08,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Dark Tenor,https://akg-kiel.de/dark-tenor,WordPress REST + Sitemap,2024-01-05,2025-01-19,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Dark Tenor – Winterzauber,https://akg-kiel.de/dark-tenor-winterzauber,WordPress REST + Sitemap,2024-12-04,2026-01-24,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Das besondere Laternefest,https://akg-kiel.de/das-besondere-laternefest,WordPress REST + Sitemap,2022-10-20,2023-11-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Das besondere Laternefest 2022,https://akg-kiel.de/das-besondere-laternefest-2022,WordPress REST + Sitemap,2022-11-17,2022-11-17,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Das festliche Weihnachtskonzert mit Deborah Sasson,https://akg-kiel.de/das-festliche-weihnachtskonzert-mit-deborah-sasson,WordPress REST + Sitemap,2022-12-12,2023-12-13,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Das Gospelensemble VocalLights,https://akg-kiel.de/das-gospelensemble-vocallights,WordPress REST + Sitemap,2021-12-13,2022-12-16,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Das Mitmachkonzert für Kinder ab 6 Jahren.,https://akg-kiel.de/das-mitmachkonzert-fuer-kinder-ab-6-jahren,WordPress REST + Sitemap,2022-02-11,2023-02-13,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Der Geist der Weihnacht,https://akg-kiel.de/der-geist-der-weihnacht,WordPress REST + Sitemap,2021-12-17,2022-12-21,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Der Kirchenbau schreitet voran!,https://akg-kiel.de/der-kirchenbau-schreitet-voran,WordPress REST + Sitemap,2019-06-01,2021-08-25,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Der Stand der Dinge:,https://akg-kiel.de/der-stand-der-dinge,WordPress REST + Sitemap,2013-07-09,2019-10-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Die Himmlische Nacht der Tenöre,https://akg-kiel.de/die-himmlische-nacht-der-tenoere,WordPress REST + Sitemap,2022-02-23,2023-02-24,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Die Himmlische Nacht der Tenöre 2025,https://akg-kiel.de/die-himmlische-nacht-der-tenoere-2,WordPress REST + Sitemap,2024-01-24,2025-01-28,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Die Passion 2026,https://akg-kiel.de/die-passion-2026,WordPress REST + Sitemap,2025-03-22,2026-08-27,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Die Pfadfinder brauchen Dich,https://akg-kiel.de/die-pfadfinder-brauchen-dich,WordPress REST + Sitemap,2023-04-12,2023-04-23,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Die Vier Jahreszeiten,https://akg-kiel.de/die-vier-jahreszeiten,WordPress REST + Sitemap,2022-04-15,2023-04-22,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Die vier Jahreszeiten,https://akg-kiel.de/die-vier-jahreszeiten-2,WordPress REST + Sitemap,2023-05-31,2024-06-03,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Die wunderbare Welt des Kinos,https://akg-kiel.de/die-wunderbare-welt-des-kinos,WordPress REST + Sitemap,2024-01-17,2025-01-19,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Dominique Horwitz,https://akg-kiel.de/dominique-horwitz,WordPress REST + Sitemap,2021-07-31,2022-11-10,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,EBG Chorkonzert,https://akg-kiel.de/ebg-chorkonzert,WordPress REST + Sitemap,2024-06-05,2025-06-11,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,EBG Shakespeare,https://akg-kiel.de/ebg-shakespeare,WordPress REST + Sitemap,2022-06-04,2023-06-05,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,EBG Sinfoniekonzert at the movies,https://akg-kiel.de/ebg-sinfoniekonzert-at-the-movies,WordPress REST + Sitemap,2022-06-17,2023-06-20,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,EBG Sonfoniekonzert,https://akg-kiel.de/ebg-sonfoniekonzert,WordPress REST + Sitemap,2022-11-11,2023-11-16,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Ein halbes Jahr für Gott,https://akg-kiel.de/ein-halbes-jahr-fuer-gott,WordPress REST + Sitemap,2023-02-15,2023-07-29,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,…eine einladende Gemeinde,https://akg-kiel.de/eine-einladende-gemeinde,WordPress REST + Sitemap,2023-05-22,2023-06-22,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Eine Glocke für Ngabobo,https://akg-kiel.de/eine-glocke-fuer-ngabobo,WordPress REST + Sitemap,2024-08-26,2024-09-19,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Eine Nähmaschine für Mama Riziki,https://akg-kiel.de/eine-naehmaschine-fuer-mama-riziki,WordPress REST + Sitemap,2021-10-04,2021-10-04,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Eine Nähmaschine für Mama Riziki,https://akg-kiel.de/eine-naehmaschine-fuer-mama-rizikimama-riziki,WordPress REST + Sitemap,2021-10-25,2024-01-08,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Einladung zum Partnerschaftsgottesdienst am 4.10.15,https://akg-kiel.de/einladung-zum-partnerschaftsgottesdienst-am-4-10-15,WordPress REST + Sitemap,2015-09-09,2019-10-09,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Einladung zum Partnerschaftsgottesdienst und Reisebericht,https://akg-kiel.de/einladung-zum-partnerschaftsgottesdienst-und-reisebericht,WordPress REST + Sitemap,2023-08-16,2023-10-07,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Einladung zur 2ten Reise,https://akg-kiel.de/einladung-zur-2ten-reise,WordPress REST + Sitemap,2017-11-10,2019-09-18,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Elisabeth Leonskaja,https://akg-kiel.de/elisabeth-leonskaja,WordPress REST + Sitemap,2021-08-16,2022-11-10,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,erik,https://akg-kiel.de/erik,WordPress REST + Sitemap,2021-09-02,2022-09-02,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Ernst-Barlach-Orchester,https://akg-kiel.de/ernst-barlach-orchester,WordPress REST + Sitemap,2024-03-30,2025-04-06,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Erntedank mit Altarschmuck und Picknick,https://akg-kiel.de/erntedank-mit-altarschmuck-und-picknick,WordPress REST + Sitemap,2021-09-28,2022-10-08,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Erste Hilfe Kurs 2026,https://akg-kiel.de/erste-hilfe-kurs-2026,WordPress REST + Sitemap,2026-08-27,2026-08-29,nein,archivieren,WordPress-Backup gemäß AKG-70; kein öffentlicher Redirect vorgesehen,noah.zepner@akg-kiel.de (Projektleitung/Koordination),AKG-53: redaktionelle Sammelentscheidung,Ausnahme nur bei begründetem aktuellem Bedarf; ohne Rückmeldung keine Migration,2026-10-02
3,Beitrag,Fazıl Say,https://akg-kiel.de/fazil-say,WordPress REST + Sitemap,2024-08-23,2025-02-28,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Felix Mendelssohn Bartholdy Oratorium „Elias“ op. 70,https://akg-kiel.de/felix-mendelssohn-bartholdy-oratorium-elias-op-70,WordPress REST + Sitemap,2021-10-07,2022-10-11,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
3,Beitrag,Felix Mendelssohn Bartholdys Erste Walpurgisnacht,https://akg-kiel.de/felix-mendelssohn-bartholdys-erste-walpurgisnacht-op-60,WordPress REST + Sitemap,2021-09-24,2022-09-27,nein,extern verlinken,https://konzerte-petruskirche.de/programm/archiv,noah.zepner@akg-kiel.de (Projektleitung/Koordination),Website Konzerte + AKG-69,Einzelziel nur bei vorhandenem Archivdatensatz; sonst Archivübersicht,2027-02-19
